time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,1.74,1.74,0,40.019295,116.28488,54.4,,0
1,0,1,3.61,1.87,0,40.019291,116.284861,54.3,,6
2,0,1,5.75,2.14,0,40.019288,116.284837,54.2,,4
3,0,1,8.37,2.62,0,40.019286,116.284809,54.1,,3
4,0,1,11.22,2.85,0,40.019285,116.284778,54.0,,2
5,0,1,14.19,2.98,0,40.019283,116.284744,53.9,,3
6,0,1,17.21,3.01,0,40.019281,116.284709,53.8,,4
7,0,1,20.27,3.07,1,40.019279,116.284673,53.7,,4
8,0,1,23.39,3.12,1,40.019275,116.284637,53.6,,3
9,0,1,26.56,3.17,1,40.019269,116.284602,53.4,,3
10,0,1,29.77,3.21,1,40.01926,116.284569,53.3,,1
11,0,1,32.98,3.21,1,40.019249,116.284538,53.2,,4
12,0,1,36.19,3.21,2,40.019235,116.284512,53.0,,3
13,0,1,39.4,3.2,2,40.019217,116.28449,52.9,,3
14,0,1,42.62,3.22,2,40.019195,116.284472,52.8,,3
15,0,1,45.78,3.16,2,40.019169,116.28446,52.7,,3
16,0,1,48.99,3.21,2,40.019141,116.284452,52.7,,3
17,0,1,52.26,3.26,2,40.01911,116.284447,52.6,,3
18,0,1,55.56,3.3,3,40.019079,116.284445,52.6,,2
19,0,1,58.89,3.32,3,40.019047,116.284445,52.6,,4
20,0,1,62.22,3.33,3,40.019016,116.284447,52.6,,2
21,0,1,65.55,3.33,3,40.018985,116.28445,52.6,,4
22,0,1,68.88,3.33,3,40.018954,116.284454,52.6,,2
23,0,1,72.21,3.33,4,40.018922,116.284459,52.6,,1
24,0,1,75.54,3.33,4,40.018891,116.284464,52.6,,3
25,0,1,78.87,3.33,4,40.01886,116.284469,52.6,,6
26,0,1,82.2,3.33,4,40.018828,116.284473,52.6,,6
27,0,1,85.53,3.33,4,40.018797,116.284478,52.6,,4
28,0,1,88.86,3.33,5,40.018765,116.284482,52.6,,2
29,0,1,92.19,3.33,5,40.018733,116.284486,52.6,,3
30,0,1,95.52,3.33,5,40.018701,116.28449,52.6,,3
31,0,1,98.85,3.33,5,40.018669,116.284494,52.6,,6
32,0,1,102.18,3.33,5,40.018637,116.284498,52.5,,6
33,0,1,105.51,3.33,5,40.018606,116.284502,52.5,,4
34,0,1,108.84,3.33,6,40.018575,116.284507,52.5,,2
35,0,1,112.17,3.33,6,40.018545,116.284511,52.5,,3
36,0,1,115.5,3.33,6,40.018515,116.284517,52.5,,3
37,0,1,118.84,3.33,6,40.018486,116.284522,52.5,,3
38,0,1,122.17,3.34,6,40.018458,116.284528,52.5,,3
39,0,1,125.51,3.34,7,40.01843,116.284534,52.5,,3
40,0,1,128.85,3.34,7,40.018402,116.28454,52.5,,3
41,0,1,132.18,3.34,7,40.018374,116.284546,52.5,,1
42,0,1,135.52,3.34,7,40.018346,116.284552,52.5,,3
43,0,1,138.86,3.34,7,40.018317,116.284558,52.4,,2
44,0,1,142.2,3.34,8,40.018287,116.284563,52.3,,4
45,0,1,145.54,3.34,8,40.018256,116.284567,52.2,,1
46,0,1,148.87,3.34,8,40.018225,116.284571,52.1,,2
47,0,1,152.21,3.34,8,40.018193,116.284575,52.0,,3
48,0,1,163.15,3.34,8,40.018161,116.284579,51.9,,3
49,0,1,166.69,3.34,8,40.01813,116.284583,51.8,,3
50,0,1,169.86,3.34,9,40.0181,116.284588,51.7,,3
51,0,1,173.01,3.34,9,40.01807,116.284593,51.6,,3
52,0,1,176.82,3.34,9,40.01804,116.284598,51.5,,3
53,0,1,180.48,3.34,9,40.018011,116.284604,51.4,,3
54,0,1,184.13,3.34,9,40.017982,116.28461,51.3,,3
55,0,1,187.51,3.34,10,40.017954,116.284616,51.2,,3
56,0,1,190.97,3.34,10,40.017925,116.284623,51.1,,3
57,0,1,194.66,3.34,10,40.017896,116.28463,51.0,,3
58,0,1,194.66,3.34,10,40.017868,116.284638,51.0,,3
59,0,1,194.66,3.34,10,40.01784,116.284646,50.9,,3
60,0,1,198.1,3.34,10,40.017812,116.284656,50.8,,2
61,0,1,198.1,3.34,11,40.017786,116.284667,50.8,,3
62,0,1,198.1,3.34,11,40.017761,116.284679,50.7,,3
63,0,1,200.94,3.34,11,40.017738,116.284693,50.7,,3
64,0,1,209.23,3.34,11,40.017717,116.284708,50.7,,3
65,0,1,211.91,3.34,11,40.017697,116.284726,50.6,,3
66,0,1,214.71,3.34,12,40.01768,116.284747,50.7,,3
67,0,1,217.79,3.34,12,40.017665,116.28477,50.7,,4
68,0,1,220.44,3.34,12,40.017653,116.284796,50.7,,4
69,0,1,222.33,3.34,12,40.017644,116.284826,50.8,,2
70,0,1,225.27,3.34,12,40.017637,116.284859,50.9,,3
71,0,1,226.84,3.33,13,40.017633,116.284894,51.0,,3
72,0,1,229.84,3.33,13,40.01763,116.284931,51.1,,3
73,0,1,232.76,3.33,13,40.017629,116.284968,51.2,,6
74,0,1,235.73,3.33,13,40.017629,116.285007,51.3,,6
75,0,1,238.37,3.33,13,40.01763,116.285045,51.3,,3
76,0,1,248.85,3.33,13,40.017632,116.285083,51.4,,2
77,0,1,253.75,3.32,14,40.017634,116.285121,51.4,,4
78,0,1,257.06,3.32,14,40.017637,116.285159,51.5,,2
79,0,1,260.27,3.32,14,40.01764,116.285197,51.5,,4
80,0,1,263.69,3.32,14,40.017644,116.285235,51.5,,2
81,0,1,266.81,3.32,14,40.017648,116.285272,51.6,,3
82,0,1,270.06,3.32,15,40.017651,116.28531,51.6,,4
