time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,1.89,1.81,0,40.002786,116.313601,48.1,,7
1,0,1,2.75,0.76,0,40.002772,116.313602,48.1,,0
2,0,1,3.48,0.59,0,40.002758,116.313603,48.1,,2
3,0,1,4.71,1.35,0,40.002746,116.313604,48.1,,2
4,0,1,6.2,1.56,0,40.002735,116.313604,48.1,,2
5,0,1,7.87,1.68,0,40.002724,116.313605,48.2,,3
6,0,1,9.62,1.54,0,40.002714,116.313605,48.2,,2
7,0,1,11.41,1.47,0,40.002704,116.313605,48.2,,2
8,0,1,13.07,1.01,0,40.002695,116.313605,48.2,,2
9,0,1,14.6,0.88,0,40.002684,116.313606,48.2,,3
10,0,1,16.07,1.14,0,40.002674,116.313606,48.2,,2
11,0,1,17.45,0.85,1,40.002662,116.313607,48.2,,3
12,0,1,18.77,0.9,1,40.002649,116.313607,48.2,,2
13,0,1,20.13,1.2,1,40.002635,116.313608,48.2,,4
14,0,1,21.44,0.93,1,40.002619,116.31361,48.2,,2
15,0,1,22.67,0.58,1,40.002602,116.313611,48.3,,3
16,0,1,23.88,1.02,1,40.002582,116.313614,48.3,,3
17,0,1,25.16,1.42,1,40.00256,116.313616,48.3,,4
18,0,1,26.54,2.38,1,40.002535,116.313619,48.3,,6
19,0,1,28.07,3.25,1,40.002507,116.313623,48.3,,6
20,0,1,29.74,3.2,1,40.002478,116.313625,48.3,,2
21,0,1,31.41,2.47,1,40.002449,116.313626,48.3,,1
22,0,1,33.08,3.07,2,40.00242,116.313625,48.2,,3
23,0,1,34.76,2.55,2,40.002393,116.313621,48.2,,2
24,0,1,36.43,2.69,2,40.002366,116.313618,48.1,,4
25,0,1,38.11,2.34,2,40.002339,116.313614,48.1,,2
26,0,1,39.8,2.47,2,40.002315,116.313608,48.0,,3
27,0,1,41.48,2.13,2,40.002295,116.313594,48.0,,4
28,0,1,43.16,2.27,2,40.00228,116.313572,47.9,,4
29,0,1,44.85,2.36,2,40.002269,116.313541,47.9,,4
30,0,1,46.54,3.19,2,40.002258,116.313505,47.9,,3
31,0,1,48.23,3.32,3,40.002246,116.313466,47.8,,1
32,0,1,49.92,3.12,3,40.002233,116.313426,47.8,,3
33,0,1,51.62,3.14,3,40.00222,116.313385,47.7,,3
34,0,1,53.33,3.07,3,40.002206,116.313344,47.7,,3
35,0,1,55.04,3.25,3,40.002193,116.313303,47.6,,2
36,0,1,56.75,3.06,3,40.002181,116.313263,47.5,,3
37,0,1,58.47,2.76,3,40.00217,116.313224,47.4,,3
38,0,1,60.2,2.78,3,40.002161,116.313187,47.4,,3
39,0,1,61.94,2.87,4,40.002152,116.313151,47.3,,3
40,0,1,64.02,2.8,4,40.002145,116.313116,47.3,,2
41,0,1,66.36,3.0,4,40.002138,116.313082,47.2,,4
42,0,1,68.86,2.78,4,40.002131,116.313048,47.2,,2
43,0,1,71.48,2.87,4,40.002124,116.313015,47.1,,3
44,0,1,74.2,2.96,4,40.002116,116.312982,47.1,,3
45,0,1,77.03,3.04,4,40.002108,116.312949,47.0,,3
46,0,1,79.9,2.8,5,40.002098,116.312916,47.0,,4
47,0,1,82.85,3.03,5,40.002087,116.312882,47.0,,1
48,0,1,85.86,3.14,5,40.002075,116.312848,46.9,,2
49,0,1,133.42,3.3,5,40.002061,116.312814,46.9,,2
50,0,1,137.02,3.19,5,40.002047,116.31278,46.9,,3
51,0,1,140.6,3.08,6,40.002031,116.312747,46.8,,3
52,0,1,144.28,3.21,6,40.002014,116.312716,46.8,,3
53,0,1,147.51,2.88,6,40.001997,116.312687,46.8,,3
54,0,1,150.41,2.56,6,40.001979,116.312661,46.8,,3
55,0,1,153.66,2.78,6,40.001961,116.312638,46.8,,3
56,0,1,156.63,2.48,6,40.001942,116.312619,46.8,,5
57,0,1,159.47,2.35,7,40.001922,116.312603,46.8,,1
58,0,1,161.97,2.02,7,40.001901,116.312592,46.8,,2
59,0,1,164.57,2.12,7,40.001879,116.312586,46.8,,3
60,0,1,167.16,2.11,7,40.001856,116.312584,46.8,,3
61,0,1,169.53,1.89,7,40.001832,116.312587,46.8,,3
62,0,1,172.17,2.16,8,40.001806,116.312592,46.9,,3
63,0,1,175.01,2.35,8,40.001779,116.312598,46.9,,3
64,0,1,177.92,2.42,8,40.001749,116.312605,46.9,,8
65,0,1,181.28,2.86,8,40.001718,116.312612,47.0,,8
66,0,1,185.19,3.4,8,40.001686,116.312616,47.0,,3
67,0,1,188.84,3.15,8,40.001651,116.31262,47.0,,3
68,0,1,192.24,2.9,9,40.001616,116.312622,47.0,,3
69,0,1,195.7,2.96,9,40.00158,116.312625,46.9,,2
70,0,1,199.74,3.56,9,40.001544,116.312627,46.9,,3
71,0,1,203.88,3.66,9,40.001508,116.312631,46.9,,3
72,0,1,207.51,3.16,9,40.001473,116.312635,46.9,,3
73,0,1,210.77,2.76,10,40.00144,116.31264,46.9,,3
74,0,1,213.84,2.58,10,40.001408,116.312642,46.8,,2
75,0,1,217.28,2.91,10,40.001378,116.312641,46.8,,4
76,0,1,220.55,2.8,10,40.001349,116.312638,46.8,,2
77,0,1,223.68,2.67,10,40.001319,116.312638,46.8,,4
78,0,1,226.96,2.81,10,40.001287,116.31264,46.8,,2
79,0,1,230.49,3.06,11,40.001253,116.312644,46.8,,3
80,0,1,234.4,3.43,11,40.001218,116.312648,46.7,,3
81,0,1,238.03,3.27,11,40.001182,116.312651,46.7,,5
82,0,1,241.8,3.41,11,40.001149,116.312652,46.7,,5
83,0,1,245.05,2.93,11,40.00112,116.312653,46.7,,2
84,0,1,247.75,2.39,11,40.001099,116.312656,46.7,,4
85,0,1,249.76,1.72,12,40.001079,116.312657,46.7,,2
86,0,1,252.12,1.91,12,40.001057,116.312654,46.7,,4
87,0,1,255.15,2.57,12,40.001027,116.312646,46.6,,2
88,0,1,258.69,3.07,12,40.000993,116.312635,46.6,,1
89,0,1,262.42,3.25,12,40.00096,116.312623,46.5,,3
90,0,1,265.86,2.91,13,40.000929,116.312613,46.5,,5
91,0,1,268.95,2.63,13,40.000902,116.312606,46.4,,3
92,0,1,271.98,2.6,13,40.000876,116.312599,46.4,,3
93,0,1,275.05,2.73,13,40.00085,116.312593,46.3,,3
94,0,1,278.36,2.87,13,40.000822,116.312587,46.3,,2
95,0,1,281.83,3.03,13,40.000792,116.312581,46.3,,3
96,0,1,285.3,3.03,14,40.00076,116.312574,46.3,,1
97,0,1,288.72,2.98,14,40.000726,116.312567,46.2,,3
98,0,1,292.74,3.57,14,40.000691,116.312559,46.2,,3
99,0,1,296.56,3.34,14,40.000657,116.312553,46.2,,5
100,0,1,300.36,3.32,14,40.000624,116.312547,46.2,,3
101,0,1,304.03,3.2,14,40.000592,116.312542,46.1,,5
102,0,1,307.62,3.09,15,40.000562,116.312538,46.1,,2
103,0,1,311.01,2.95,15,40.000534,116.312534,46.1,,3
104,0,1,314.28,2.83,15,40.000506,116.312531,46.1,,3
105,0,1,317.29,2.58,15,40.00048,116.312527,46.1,,3
106,0,1,320.34,2.62,15,40.000454,116.312523,46.1,,2
107,0,1,323.38,2.61,16,40.000428,116.312519,46.1,,4
108,0,1,326.55,2.74,16,40.000403,116.312514,46.0,,3
109,0,1,329.54,2.56,16,40.000378,116.312509,46.0,,4
110,0,1,332.5,2.53,16,40.000353,116.312503,46.0,,6
111,0,1,335.33,2.4,16,40.000328,116.312497,46.0,,2
112,0,1,338.29,2.53,16,40.000303,116.31249,46.0,,2
113,0,1,341.54,2.81,17,40.000277,116.312484,46.1,,4
114,0,1,344.75,2.77,17,40.000252,116.312478,46.1,,3
115,0,1,348.06,2.87,17,40.000226,116.312471,46.1,,2
116,0,1,350.84,2.35,17,40.0002,116.312465,46.1,,3
117,0,1,353.58,2.31,17,40.000173,116.312459,46.2,,3
118,0,1,356.65,2.64,17,40.000146,116.312453,46.2,,5
119,0,1,359.84,2.75,18,40.000119,116.312448,46.2,,5
120,0,1,363.19,2.91,18,40.000091,116.312443,46.2,,4
121,0,1,366.65,2.99,18,40.000063,116.312438,46.3,,3
122,0,1,369.91,2.76,18,40.000034,116.312433,46.3,,2
123,0,1,373.19,2.81,18,40.000006,116.312428,46.3,,3
124,0,1,376.57,2.91,19,39.999979,116.312423,46.4,,3
125,0,1,379.89,2.82,19,39.999952,116.312418,46.5,,3
126,0,1,383.33,2.94,19,39.999925,116.312413,46.6,,3
127,0,1,386.64,2.81,19,39.999899,116.312409,46.6,,2
128,0,1,389.33,2.21,19,39.999873,116.312405,46.7,,4
129,0,1,391.94,2.13,19,39.999846,116.312401,46.8,,2
130,0,1,394.78,2.35,20,39.99982,116.312399,46.8,,6
131,0,1,397.77,2.53,20,39.999793,116.312398,46.9,,6
132,0,1,401.1,2.98,20,39.999765,116.312397,46.9,,3
133,0,1,404.44,2.93,20,39.999737,116.312398,47.0,,2
134,0,1,407.82,2.97,20,39.999709,116.3124,47.0,,5
135,0,1,410.93,2.74,20,39.99968,116.312402,47.1,,3
136,0,1,414.38,3.1,21,39.99965,116.312404,47.1,,2
137,0,1,417.94,3.21,21,39.99962,116.312408,47.2,,4
138,0,1,421.22,2.93,21,39.99959,116.312412,47.2,,3
139,0,1,424.65,3.08,21,39.999562,116.312418,47.2,,4
140,0,1,427.9,2.84,21,39.999535,116.312426,47.3,,2
141,0,1,431.09,2.7,22,39.99951,116.312436,47.3,,5
142,0,1,433.87,2.29,22,39.999485,116.312448,47.3,,4
143,0,1,436.53,2.21,22,39.99946,116.312461,47.4,,3
144,0,1,439.51,2.52,22,39.999435,116.312475,47.4,,3
145,0,1,442.68,2.79,22,39.99941,116.31249,47.4,,3
146,0,1,446.06,3.0,22,39.999384,116.312505,47.5,,2
147,0,1,449.47,3.03,23,39.999358,116.312519,47.6,,3
148,0,1,452.71,2.86,23,39.999332,116.312532,47.6,,6
149,0,1,456.0,2.91,23,39.999305,116.312545,47.7,,6
150,0,1,459.35,2.97,23,39.999278,116.312558,47.8,,1
151,0,1,462.84,3.02,23,39.999252,116.31257,47.8,,3
152,0,1,465.93,2.63,24,39.999226,116.312584,47.9,,3
153,0,1,469.04,2.62,24,39.9992,116.312599,47.9,,3
154,0,1,471.88,2.38,24,39.999176,116.312615,48.0,,3
155,0,1,475.0,2.66,24,39.999153,116.312632,48.0,,2
156,0,1,478.46,2.99,24,39.99913,116.312651,48.0,,4
157,0,1,481.71,2.78,24,39.999108,116.31267,48.0,,2
158,0,1,484.75,2.58,25,39.999086,116.31269,48.0,,3
159,0,1,487.47,2.26,25,39.999065,116.312709,48.0,,3
160,0,1,489.88,1.96,25,39.999043,116.312729,48.0,,3
161,0,1,492.64,2.3,25,39.999021,116.312747,48.1,,3
162,0,1,495.5,2.4,25,39.998999,116.312765,48.1,,2
163,0,1,498.52,2.59,25,39.998976,116.312782,48.1,,2
164,0,1,501.78,2.82,26,39.998952,116.312797,48.1,,2
165,0,1,505.0,2.78,26,39.998927,116.31281,48.1,,3
166,0,1,508.36,2.92,26,39.998902,116.312822,48.1,,3
167,0,1,511.65,2.85,26,39.998875,116.312832,48.1,,3
168,0,1,515.03,2.94,26,39.998849,116.312842,48.2,,3
169,0,1,517.81,2.35,27,39.998825,116.312853,48.2,,3
170,0,1,520.8,2.56,27,39.998802,116.312865,48.2,,3
171,0,1,523.51,2.28,27,39.998782,116.312881,48.2,,2
172,0,1,526.32,2.38,27,39.998766,116.312899,48.2,,1
173,0,1,529.07,2.32,27,39.998752,116.312921,48.3,,3
174,0,1,531.51,2.02,27,39.998742,116.312946,48.3,,3
175,0,1,534.1,2.17,28,39.998734,116.312974,48.3,,3
176,0,1,536.82,2.29,28,39.998727,116.313003,48.3,,2
177,0,1,539.48,2.24,28,39.998723,116.313034,48.3,,3
178,0,1,542.13,2.23,28,39.998719,116.313067,48.4,,3
179,0,1,545.02,2.46,28,39.998717,116.3131,48.4,,5
180,0,1,548.15,2.7,28,39.998716,116.313135,48.4,,3
181,0,1,550.96,2.38,29,39.998715,116.31317,48.4,,2
182,0,1,553.97,2.55,29,39.998716,116.313206,48.5,,5
183,0,1,557.12,2.72,29,39.998717,116.313241,48.5,,3
184,0,1,560.31,2.81,29,39.998718,116.313277,48.5,,4
185,0,1,563.21,2.53,29,39.99872,116.313313,48.5,,3
186,0,1,566.16,2.55,30,39.998723,116.313349,48.5,,3
187,0,1,569.19,2.63,30,39.998726,116.313384,48.5,,5
188,0,1,572.31,2.66,30,39.998729,116.31342,48.5,,3
189,0,1,575.31,2.51,30,39.998732,116.313456,48.5,,1
190,0,1,578.65,2.87,30,39.998736,116.313492,48.5,,3
191,0,1,581.82,2.71,30,39.998739,116.313528,48.5,,3
