time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,1.03,0,40.019323,116.285071,54.9,,7
1,0,1,2.07,1.54,0,40.019324,116.28505,54.9,,0
2,0,1,4.23,1.64,0,40.019325,116.285029,54.9,,1
3,0,1,6.54,2.08,0,40.019326,116.285006,55.0,,1
4,0,1,9.01,2.21,0,40.019326,116.284982,54.9,,3
5,0,1,11.49,1.87,0,40.019325,116.284957,54.8,,3
6,0,1,14.05,2.33,0,40.019324,116.284932,54.7,,2
7,0,1,16.7,2.55,0,40.019322,116.284906,54.6,,4
8,0,1,19.37,2.33,1,40.019319,116.28488,54.5,,3
9,0,1,22.06,2.29,1,40.019316,116.284854,54.4,,3
10,0,1,24.75,2.02,1,40.019312,116.284828,54.3,,1
11,0,1,27.44,2.08,1,40.019306,116.284802,54.2,,3
12,0,1,30.13,2.03,1,40.0193,116.284778,54.1,,2
13,0,1,32.74,1.49,1,40.019292,116.284754,54.0,,5
14,0,1,35.36,2.17,2,40.019283,116.284731,53.9,,2
15,0,1,37.99,2.25,2,40.019273,116.284709,53.8,,4
16,0,1,40.67,2.46,2,40.019261,116.284688,53.6,,3
17,0,1,43.32,1.88,2,40.019249,116.284669,53.5,,2
18,0,1,45.9,1.53,2,40.019235,116.284651,53.4,,3
19,0,1,48.47,2.01,2,40.019221,116.284634,53.3,,4
20,0,1,51.0,1.83,3,40.019207,116.284617,53.2,,4
21,0,1,53.53,1.82,3,40.019193,116.284601,53.1,,2
22,0,1,56.06,1.65,3,40.019178,116.284585,53.0,,3
23,0,1,58.59,2.22,3,40.019163,116.284571,53.0,,3
24,0,1,61.12,2.01,3,40.019146,116.284558,52.9,,2
25,0,1,63.65,1.73,3,40.019129,116.284547,52.9,,4
26,0,1,66.18,2.19,3,40.01911,116.284538,52.9,,4
27,0,1,68.71,2.46,4,40.019089,116.284531,52.8,,4
28,0,1,71.24,2.12,4,40.019066,116.284527,52.8,,4
29,0,1,73.77,2.39,4,40.01904,116.284525,52.8,,3
30,0,1,76.3,2.69,4,40.019012,116.284528,52.8,,2
31,0,1,78.83,2.81,4,40.01898,116.284533,52.8,,4
32,0,1,81.36,2.82,4,40.018947,116.284542,52.8,,2
33,0,1,83.89,2.87,4,40.018913,116.284552,52.8,,5
34,0,1,86.43,3.18,5,40.018879,116.284564,52.8,,2
35,0,1,88.96,2.94,5,40.018847,116.284575,52.8,,3
36,0,1,91.49,3.38,5,40.018816,116.284586,52.8,,1
37,0,1,94.03,3.23,5,40.018789,116.284596,52.8,,1
38,0,1,96.57,2.62,5,40.018764,116.284604,52.8,,3
39,0,1,99.11,2.28,5,40.018741,116.284611,52.8,,3
40,0,1,101.65,2.11,6,40.018721,116.284614,52.8,,3
41,0,1,104.2,1.9,6,40.018703,116.284615,52.8,,3
42,0,1,106.74,1.08,6,40.018686,116.284614,52.8,,3
43,0,1,109.29,1.98,6,40.01867,116.284611,52.7,,3
44,0,1,111.83,2.06,6,40.018652,116.284607,52.7,,2
45,0,1,114.38,2.17,6,40.018632,116.284603,52.7,,3
46,0,1,116.92,2.46,6,40.018609,116.284599,52.7,,3
47,0,1,119.47,2.47,7,40.018584,116.284596,52.7,,3
48,0,1,122.01,3.07,7,40.018557,116.284595,52.7,,3
