time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,7,1,0.0,0.0,0,,,,,0
1,7,1,0.0,0.0,0,,,,,0
2,7,1,1.52,1.52,0,,,,,2
3,7,1,2.66,1.14,0,,,,,1
4,7,1,4.18,1.52,0,,,,,2
5,7,1,4.18,0.0,0,,,,,0
6,7,1,4.94,0.76,0,,,,,2
7,7,1,5.7,0.76,0,,,,,1
8,7,1,7.21,1.52,0,,,,,2
9,7,1,8.73,1.52,0,,,,,2
10,7,1,10.0,1.27,0,,,,,1
11,7,1,11.33,1.33,0,,,,,2
12,7,1,12.7,1.37,0,,,,,2
13,7,1,14.09,1.39,0,,,,,2
14,7,1,15.5,1.41,0,,,,,2
15,7,1,16.92,1.42,0,,,,,2
16,7,1,18.36,1.43,0,,,,,2
17,7,1,20.26,1.9,0,,,,,2
18,7,1,22.34,2.08,0,,,,,3
19,7,1,24.44,2.1,1,,,,,2
20,7,1,26.59,2.15,1,,,,,4
21,7,1,28.77,2.18,1,,,,,4
22,7,1,30.94,2.17,1,,,,,4
23,7,1,33.01,2.07,1,,,,,5
24,7,1,35.1,2.09,1,,,,,4
25,7,1,37.17,2.07,1,,,,,4
26,7,1,39.33,2.16,1,,,,,3
27,7,1,41.51,2.17,2,,,,,4
28,7,1,43.65,2.14,2,,,,,4
29,7,1,45.87,2.23,2,,,,,3
30,7,1,48.19,2.31,2,,,,,3
31,7,1,50.5,2.31,2,,,,,4
32,7,1,52.88,2.39,2,,,,,2
33,7,1,55.32,2.44,2,,,,,4
34,7,1,57.78,2.46,3,,,,,2
35,7,1,60.31,2.53,3,,,,,3
36,7,1,62.86,2.56,3,,,,,3
37,7,1,65.43,2.56,3,,,,,3
38,7,1,68.04,2.61,3,,,,,2
39,7,1,70.67,2.63,3,,,,,3
40,7,1,73.35,2.68,3,,,,,3
41,7,1,76.06,2.7,4,,,,,4
42,7,1,78.79,2.73,4,,,,,3
43,7,1,81.53,2.75,4,,,,,1
44,7,1,84.32,2.79,4,,,,,3
45,7,1,87.1,2.77,4,,,,,3
46,7,1,89.91,2.81,4,,,,,2
47,7,1,92.76,2.85,5,,,,,3
48,7,1,95.59,2.84,5,,,,,3
49,7,1,98.46,2.87,5,,,,,1
50,7,1,101.29,2.83,5,,,,,3
51,7,1,104.14,2.86,5,,,,,2
52,7,1,107.0,2.86,5,,,,,7
53,7,1,109.86,2.86,6,,,,,3
54,7,1,112.69,2.82,6,,,,,3
55,7,1,115.5,2.81,6,,,,,2
56,7,1,118.33,2.82,6,,,,,4
57,7,1,121.16,2.83,6,,,,,3
58,7,1,124.01,2.85,6,,,,,3
59,7,1,126.89,2.88,7,,,,,3
60,7,1,129.79,2.9,7,,,,,3
61,7,1,132.69,2.9,7,,,,,3
62,7,1,135.57,2.88,7,,,,,2
63,7,1,138.43,2.87,7,,,,,3
64,7,1,141.29,2.86,7,,,,,3
65,7,1,144.13,2.84,8,,,,,6
66,7,1,146.99,2.86,8,,,,,1
67,7,1,149.84,2.85,8,,,,,3
68,7,1,152.7,2.86,8,,,,,3
69,7,1,155.58,2.88,8,,,,,3
70,7,1,158.5,2.92,8,,,,,2
71,7,1,161.4,2.9,9,,,,,4
72,7,1,164.32,2.92,9,,,,,2
73,7,1,167.2,2.88,9,,,,,3
74,7,1,170.1,2.9,9,,,,,3
75,7,1,172.99,2.89,9,,,,,3
76,7,1,175.89,2.9,9,,,,,3
77,7,1,178.79,2.9,10,,,,,5
78,7,1,181.73,2.94,10,,,,,3
79,7,1,184.66,2.94,10,,,,,2
80,7,1,187.63,2.96,10,,,,,3
81,7,1,190.59,2.97,10,,,,,3
82,7,1,193.6,3.01,10,,,,,3
83,7,1,196.6,3.0,11,,,,,3
84,7,1,199.61,3.01,11,,,,,5
85,7,1,202.64,3.03,11,,,,,3
86,7,1,205.68,3.04,11,,,,,2
87,7,1,208.68,3.0,11,,,,,3
88,7,1,211.61,2.93,11,,,,,5
89,7,1,214.47,2.86,12,,,,,3
90,7,1,217.32,2.84,12,,,,,3
91,7,1,220.15,2.83,12,,,,,3
92,7,1,223.01,2.86,12,,,,,3
93,7,1,225.86,2.85,12,,,,,2
94,7,1,228.75,2.89,12,,,,,4
95,7,1,231.62,2.87,13,,,,,2
96,7,1,234.48,2.86,13,,,,,4
97,7,1,237.33,2.85,13,,,,,2
98,7,1,240.17,2.84,13,,,,,3
99,7,1,243.0,2.83,13,,,,,3
100,7,1,245.79,2.79,13,,,,,2
101,7,1,248.55,2.76,14,,,,,4
102,7,1,251.28,2.73,14,,,,,2
103,7,1,254.06,2.78,14,,,,,3
104,7,1,256.85,2.79,14,,,,,3
105,7,1,259.63,2.78,14,,,,,3
106,7,1,262.39,2.76,14,,,,,3
107,7,1,265.13,2.74,15,,,,,4
108,7,1,267.85,2.72,15,,,,,2
109,7,1,270.6,2.75,15,,,,,2
110,7,1,273.34,2.74,15,,,,,3
111,7,1,276.11,2.77,15,,,,,3
112,7,1,278.89,2.78,15,,,,,3
113,7,1,281.67,2.77,16,,,,,3
114,7,1,284.45,2.79,16,,,,,3
115,7,1,287.22,2.76,16,,,,,3
116,7,1,289.98,2.76,16,,,,,3
117,7,1,292.76,2.78,16,,,,,3
118,7,1,295.56,2.8,16,,,,,2
119,7,1,298.32,2.76,17,,,,,4
120,7,1,301.09,2.77,17,,,,,2
121,7,1,303.84,2.75,17,,,,,3
122,7,1,306.59,2.76,17,,,,,3
123,7,1,309.35,2.75,17,,,,,5
124,7,1,312.1,2.75,17,,,,,1
125,7,1,314.84,2.74,18,,,,,3
126,7,1,317.59,2.75,18,,,,,2
127,7,1,320.31,2.72,18,,,,,6
128,7,1,323.0,2.7,18,,,,,5
129,7,1,325.71,2.7,18,,,,,2
130,7,1,328.42,2.71,18,,,,,2
131,7,1,331.17,2.75,19,,,,,3
132,7,1,333.96,2.79,19,,,,,1
133,7,1,336.75,2.79,19,,,,,2
134,7,1,339.58,2.83,19,,,,,3
135,7,1,342.41,2.83,19,,,,,5
136,7,1,345.22,2.81,19,,,,,2
137,7,1,348.04,2.82,20,,,,,2
138,7,1,350.84,2.8,20,,,,,4
139,7,1,353.67,2.83,20,,,,,2
140,7,1,356.51,2.84,20,,,,,3
141,7,1,359.35,2.84,20,,,,,3
142,7,1,362.17,2.82,20,,,,,3
143,7,1,364.97,2.8,21,,,,,4
144,7,1,367.75,2.78,21,,,,,4
145,7,1,370.49,2.75,21,,,,,2
146,7,1,373.25,2.76,21,,,,,3
147,7,1,376.01,2.76,21,,,,,5
148,7,1,378.77,2.75,21,,,,,3
149,7,1,381.54,2.77,22,,,,,2
150,7,1,384.33,2.79,22,,,,,4
151,7,1,387.15,2.82,22,,,,,2
152,7,1,389.99,2.84,22,,,,,4
153,7,1,392.84,2.85,22,,,,,3
154,7,1,395.66,2.82,22,,,,,6
155,7,1,398.51,2.85,22,,,,,3
156,7,1,401.4,2.89,23,,,,,2
157,7,1,404.3,2.9,23,,,,,4
158,7,1,407.23,2.92,23,,,,,4
159,7,1,410.15,2.92,23,,,,,3
160,7,1,413.08,2.93,23,,,,,3
161,7,1,415.99,2.91,23,,,,,7
162,7,1,418.9,2.91,24,,,,,3
163,7,1,421.88,2.98,24,,,,,2
164,7,1,424.92,3.04,24,,,,,4
165,7,1,427.97,3.05,24,,,,,2
166,7,1,431.0,3.03,24,,,,,3
167,7,1,434.01,3.01,25,,,,,3
168,7,1,436.99,2.99,25,,,,,4
169,7,1,439.95,2.96,25,,,,,2
170,7,1,442.85,2.89,25,,,,,2
171,7,1,445.73,2.88,25,,,,,4
172,7,1,448.59,2.86,25,,,,,4
173,7,1,451.43,2.84,26,,,,,3
174,7,1,454.28,2.85,26,,,,,3
175,7,1,457.13,2.85,26,,,,,3
176,7,1,459.97,2.84,26,,,,,3
177,7,1,462.81,2.83,26,,,,,1
178,7,1,465.61,2.8,26,,,,,3
179,7,1,468.45,2.84,27,,,,,2
180,7,1,471.3,2.86,27,,,,,3
181,7,1,473.99,2.68,27,,,,,2
182,7,1,476.54,2.55,27,,,,,0
183,7,1,479.16,2.62,27,,,,,3
184,7,1,481.88,2.72,27,,,,,3
185,7,1,484.72,2.83,27,,,,,3
186,7,1,487.63,2.92,28,,,,,2
187,7,1,490.38,2.74,28,,,,,3
188,7,1,493.21,2.84,28,,,,,3
189,7,1,496.09,2.88,28,,,,,4
190,7,1,499.03,2.94,28,,,,,2
