time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,0.0,0.46,0,39.996327,116.324025,55.1,,6
1,0,1,0.0,0.46,0,39.996333,116.324025,55.1,,0
2,0,1,0.93,0.9,0,39.996336,116.324017,55.1,,1
3,0,1,1.96,1.11,0,39.996336,116.324001,55.1,,2
4,0,1,3.58,2.25,0,39.996332,116.32398,55.1,,3
5,0,1,5.61,2.54,0,39.996327,116.323955,55.2,,2
6,0,1,7.87,2.65,0,39.996319,116.323928,55.2,,1
7,0,1,10.13,1.84,0,39.996311,116.323901,55.2,,3
8,0,1,12.41,1.91,0,39.996302,116.323875,55.2,,5
9,0,1,14.74,2.21,1,39.996292,116.323852,55.2,,3
10,0,1,17.05,1.75,1,39.996283,116.323831,55.2,,3
11,0,1,19.37,1.8,1,39.996275,116.323811,55.2,,3
12,0,1,21.73,2.2,1,39.996266,116.323792,55.2,,2
13,0,1,24.08,1.85,1,39.996259,116.323774,55.2,,2
14,0,1,26.48,2.24,1,39.996252,116.323754,55.2,,3
15,0,1,28.85,1.65,1,39.996246,116.323734,55.3,,1
16,0,1,31.18,1.59,2,39.996241,116.323711,55.3,,4
17,0,1,33.53,1.95,2,39.996237,116.323689,55.3,,4
18,0,1,35.84,1.59,2,39.996234,116.323669,55.3,,2
19,0,1,38.09,1.25,2,39.996233,116.323655,55.3,,4
20,0,1,40.15,0.63,2,39.996236,116.323644,55.3,,5
21,0,1,42.11,0.93,2,39.99624,116.323635,55.3,,3
22,0,1,42.11,0.0,2,,,,,4
23,0,1,42.11,0.0,2,,,,,4
24,0,1,42.11,0.0,2,,,,,2
25,0,1,42.11,0.0,2,,,,,3
26,0,1,42.11,0.0,2,,,,,2
27,0,1,42.11,0.0,2,,,,,6
28,0,1,42.11,0.0,2,,,,,6
29,0,1,42.11,0.0,2,,,,,3
30,0,1,42.11,0.0,2,,,,,6
31,0,1,42.11,0.0,2,,,,,4
32,0,1,42.11,0.0,2,,,,,2
33,0,1,42.11,0.0,2,,,,,1
34,0,1,42.11,0.0,2,,,,,1
35,0,1,102.33,3.57,6,39.996271,116.323644,55.3,,0
36,0,1,105.58,2.69,6,39.99654,116.323606,55.6,,2
37,0,1,108.78,2.5,6,39.996689,116.323585,55.6,,3
38,0,1,111.86,2.33,6,39.996718,116.323586,55.6,,4
39,0,1,114.86,2.35,6,39.996742,116.323592,55.5,,2
40,0,1,118.03,3.07,7,39.996776,116.323599,55.5,,3
41,0,1,121.23,2.71,7,39.996813,116.323604,55.4,,3
42,0,1,124.14,1.35,7,39.996848,116.323608,55.3,,2
