time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,1.69,1.29,0,31.552125,120.243955,2.6,,1
1,0,1,2.4,1.48,0,31.552119,120.243967,2.6,,2
2,0,1,3.19,1.55,0,31.552111,120.243972,2.6,,2
3,0,1,4.26,1.58,0,31.5521,120.243971,2.6,,2
4,0,1,5.74,1.83,0,31.552088,120.243963,2.6,,3
5,0,1,7.4,1.94,0,31.552075,120.24395,2.6,,1
6,0,1,9.25,2.08,0,31.552062,120.243933,2.7,,3
7,0,1,11.2,2.13,0,31.552048,120.243913,2.7,,3
8,0,1,13.23,2.18,0,31.552035,120.24389,2.7,,1
9,0,1,15.36,2.25,1,31.552023,120.243864,2.8,,3
10,0,1,17.54,2.29,1,31.552012,120.243838,2.8,,2
11,0,1,19.79,2.35,1,31.552003,120.243811,2.9,,3
12,0,1,22.14,2.44,1,31.551994,120.243782,2.9,,3
13,0,1,24.58,2.52,1,31.551984,120.24375,2.9,,2
14,0,1,27.15,2.64,1,31.551972,120.243713,3.0,,3
15,0,1,29.97,2.87,1,31.551957,120.243669,3.0,,3
16,0,1,32.96,3.04,2,31.551937,120.243618,3.1,,3
17,0,1,36.07,3.16,2,31.551918,120.243567,3.2,,3
18,0,1,39.32,3.29,2,31.551902,120.243522,3.3,,5
19,0,1,42.71,3.42,2,31.55189,120.243483,3.3,,5
20,0,1,46.09,3.42,2,31.551878,120.243446,3.4,,3
21,0,1,49.47,3.42,3,31.551866,120.243411,3.5,,3
22,0,1,52.85,3.42,3,31.551854,120.243378,3.5,,4
23,0,1,56.23,3.42,3,31.551843,120.243347,3.6,,3
24,0,1,59.61,3.42,3,31.551832,120.243317,3.5,,3
25,0,1,62.99,3.42,3,31.551821,120.243287,3.4,,3
26,0,1,66.37,3.42,4,31.551811,120.243259,3.4,,2
27,0,1,69.75,3.42,4,31.551801,120.243231,3.3,,3
28,0,1,73.13,3.42,4,31.551792,120.243203,3.2,,3
29,0,1,76.51,3.42,4,31.551783,120.243174,3.1,,3
30,0,1,79.89,3.42,4,31.551776,120.243146,3.0,,2
31,0,1,83.27,3.42,5,31.551768,120.243116,2.8,,3
32,0,1,86.65,3.42,5,31.551762,120.243086,2.7,,3
33,0,1,90.03,3.42,5,31.551756,120.243056,2.6,,3
34,0,1,93.41,3.42,5,31.551752,120.243026,2.5,,3
35,0,1,96.79,3.41,5,31.551747,120.242996,2.3,,2
36,0,1,100.16,3.41,6,31.551744,120.242965,2.2,,3
37,0,1,103.54,3.41,6,31.551741,120.242935,2.1,,4
38,0,1,106.91,3.41,6,31.551739,120.242905,1.9,,4
39,0,1,110.29,3.41,6,31.551738,120.242875,1.8,,3
40,0,1,113.66,3.41,6,31.551738,120.242845,1.7,,2
41,0,1,117.04,3.41,6,31.551737,120.242815,1.6,,3
42,0,1,120.41,3.41,7,31.551737,120.242785,1.4,,3
43,0,1,123.77,3.4,7,31.551737,120.242755,1.3,,5
44,0,1,127.14,3.4,7,31.551737,120.242725,1.2,,3
45,0,1,130.51,3.4,7,31.551736,120.242694,1.0,,2
46,0,1,133.87,3.4,7,31.551735,120.242663,0.9,,3
47,0,1,137.24,3.4,8,31.551733,120.242632,0.7,,3
48,0,1,149.41,3.4,8,31.551729,120.2426,0.6,,3
49,0,1,152.44,3.39,8,31.551725,120.242568,0.4,,3
50,0,1,155.7,3.39,8,31.55172,120.242535,0.3,,2
51,0,1,158.98,3.39,8,31.551716,120.242502,0.1,,3
52,0,1,162.5,3.39,9,31.551711,120.24247,0.2,,3
53,0,1,165.71,3.39,9,31.551708,120.242439,0.2,,3
54,0,1,168.85,3.39,9,31.551706,120.242409,0.3,,3
55,0,1,171.66,3.39,9,31.551705,120.242379,0.4,,2
56,0,1,174.72,3.39,9,31.551704,120.24235,0.4,,4
57,0,1,177.86,3.39,10,31.551704,120.242321,0.5,,2
58,0,1,180.73,3.39,10,31.551703,120.242291,0.6,,3
59,0,1,183.75,3.38,10,31.551701,120.242261,0.6,,3
60,0,1,186.85,3.38,10,31.551698,120.24223,0.7,,2
61,0,1,189.97,3.38,10,31.551695,120.2422,0.8,,4
62,0,1,193.06,3.38,11,31.551691,120.242169,0.8,,2
63,0,1,196.23,3.38,11,31.551687,120.242137,0.9,,3
64,0,1,199.45,3.37,11,31.551682,120.242106,1.0,,3
65,0,1,202.66,3.37,11,31.551677,120.242075,1.0,,2
66,0,1,205.87,3.37,11,31.551672,120.242044,1.1,,3
67,0,1,209.11,3.37,12,31.551666,120.242014,1.2,,5
68,0,1,212.12,3.37,12,31.55166,120.241984,1.3,,3
69,0,1,215.34,3.37,12,31.551654,120.241953,1.4,,2
70,0,1,218.31,3.36,12,31.551648,120.241923,1.5,,3
71,0,1,221.33,3.36,12,31.551641,120.241893,1.6,,3
72,0,1,224.56,3.36,13,31.551634,120.241863,1.7,,3
73,0,1,227.83,3.36,13,31.551628,120.241833,1.8,,4
74,0,1,231.23,3.36,13,31.551621,120.241802,1.9,,3
75,0,1,234.49,3.36,13,31.551614,120.241772,2.0,,3
76,0,1,237.62,3.35,13,31.551606,120.241741,2.1,,3
77,0,1,240.84,3.35,14,31.551599,120.24171,2.2,,3
78,0,1,243.81,3.35,14,31.551592,120.241679,2.2,,2
79,0,1,246.86,3.35,14,31.551585,120.241647,2.3,,1
80,0,1,249.97,3.35,14,31.551578,120.241615,2.4,,3
81,0,1,252.95,3.35,14,31.551571,120.241583,2.4,,3
82,0,1,256.18,3.35,14,31.551564,120.241551,2.5,,3
83,0,1,259.37,3.35,15,31.551557,120.241519,2.5,,6
84,0,1,262.63,3.34,15,31.55155,120.241486,2.6,,3
85,0,1,266.14,3.34,15,31.551543,120.241454,2.6,,4
86,0,1,269.46,3.34,15,31.551537,120.241421,2.7,,4
87,0,1,272.6,3.34,15,31.551531,120.241388,2.7,,1
88,0,1,275.8,3.34,16,31.551525,120.241356,2.8,,2
