time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,7,1,0.0,0.0,0,,,,,0
1,7,1,0.0,0.0,0,,,,,0
2,7,1,1.02,1.02,0,,,,,1
3,7,1,2.03,1.02,0,,,,,1
4,7,1,3.39,1.36,0,,,,,2
5,7,1,4.66,1.27,0,,,,,1
6,7,1,5.88,1.22,0,,,,,1
7,7,1,7.07,1.19,0,,,,,1
8,7,1,8.37,1.31,0,,,,,2
9,7,1,9.77,1.4,0,,,,,2
10,7,1,11.24,1.47,0,,,,,2
11,7,1,12.97,1.73,0,,,,,4
12,7,1,14.73,1.76,0,,,,,2
13,7,1,16.59,1.86,0,,,,,3
14,7,1,18.39,1.8,0,,,,,1
15,7,1,20.28,1.89,0,,,,,3
16,7,1,22.24,1.97,0,,,,,3
17,7,1,24.28,2.03,0,,,,,3
18,7,1,26.31,2.03,0,,,,,2
19,7,1,28.4,2.09,0,,,,,3
20,7,1,30.54,2.14,1,,,,,3
21,7,1,32.82,2.28,1,,,,,3
22,7,1,35.17,2.35,1,,,,,3
23,7,1,37.08,1.91,1,,,,,5
24,7,1,38.35,1.27,1,,,,,6
25,7,1,39.93,1.58,1,,,,,3
26,7,1,41.73,1.8,1,,,,,3
27,7,1,43.5,1.77,1,,,,,4
28,7,1,45.59,2.08,1,,,,,2
29,7,1,47.76,2.17,1,,,,,3
30,7,1,49.94,2.18,1,,,,,3
31,7,1,51.97,2.03,1,,,,,2
32,7,1,55.02,3.05,1,,,,,4
33,7,1,57.73,2.71,1,,,,,2
34,7,1,60.53,2.8,2,,,,,3
35,7,1,63.38,2.85,2,,,,,3
36,7,1,66.26,2.88,2,,,,,3
37,7,1,69.02,2.76,2,,,,,2
38,7,1,71.69,2.67,2,,,,,2
39,7,1,74.4,2.71,2,,,,,3
40,7,1,77.14,2.75,2,,,,,3
41,7,1,79.82,2.68,2,,,,,2
42,7,1,82.54,2.71,2,,,,,3
43,7,1,85.27,2.74,3,,,,,3
44,7,1,87.89,2.61,3,,,,,1
45,7,1,90.55,2.66,3,,,,,2
46,7,1,93.22,2.67,3,,,,,2
47,7,1,95.89,2.67,3,,,,,2
48,7,1,98.63,2.74,3,,,,,3
49,7,1,101.39,2.76,3,,,,,3
50,7,1,104.09,2.71,3,,,,,5
51,7,1,106.78,2.68,3,,,,,3
52,7,1,109.43,2.65,4,,,,,4
53,7,1,112.13,2.7,4,,,,,1
54,7,1,114.84,2.71,4,,,,,3
55,7,1,117.59,2.75,4,,,,,2
56,7,1,120.34,2.75,4,,,,,4
57,7,1,123.12,2.77,4,,,,,3
58,7,1,125.81,2.69,4,,,,,4
59,7,1,128.45,2.64,4,,,,,3
60,7,1,131.05,2.61,4,,,,,3
61,7,1,133.63,2.58,5,,,,,2
62,7,1,136.2,2.57,5,,,,,3
63,7,1,138.77,2.57,5,,,,,3
64,7,1,141.4,2.63,5,,,,,2
65,7,1,144.02,2.62,5,,,,,3
66,7,1,146.62,2.61,5,,,,,3
67,7,1,149.22,2.59,5,,,,,5
68,7,1,151.83,2.61,5,,,,,4
69,7,1,154.37,2.55,5,,,,,4
70,7,1,156.9,2.52,5,,,,,4
71,7,1,159.38,2.48,6,,,,,4
72,7,1,161.8,2.42,6,,,,,6
73,7,1,164.21,2.41,6,,,,,3
74,7,1,166.66,2.46,6,,,,,3
75,7,1,169.09,2.43,6,,,,,4
76,7,1,171.44,2.35,6,,,,,6
77,7,1,173.76,2.32,6,,,,,6
78,7,1,176.08,2.31,6,,,,,3
79,7,1,178.39,2.32,6,,,,,4
80,7,1,180.72,2.32,6,,,,,5
81,7,1,183.07,2.35,6,,,,,3
82,7,1,185.42,2.34,6,,,,,5
83,7,1,187.78,2.37,7,,,,,3
84,7,1,190.12,2.34,7,,,,,4
85,7,1,192.44,2.32,7,,,,,3
86,7,1,194.72,2.28,7,,,,,3
87,7,1,197.03,2.31,7,,,,,4
88,7,1,199.3,2.28,7,,,,,5
89,7,1,201.52,2.21,7,,,,,6
90,7,1,203.72,2.21,7,,,,,3
91,7,1,205.96,2.24,7,,,,,2
92,7,1,208.16,2.2,7,,,,,4
93,7,1,210.34,2.18,7,,,,,5
94,7,1,212.54,2.2,7,,,,,6
95,7,1,214.77,2.23,7,,,,,3
96,7,1,217.02,2.24,8,,,,,4
97,7,1,219.28,2.26,8,,,,,5
98,7,1,221.58,2.3,8,,,,,3
99,7,1,223.86,2.27,8,,,,,5
100,7,1,226.14,2.29,8,,,,,3
101,7,1,228.4,2.26,8,,,,,6
102,7,1,230.68,2.28,8,,,,,3
103,7,1,232.88,2.2,8,,,,,6
104,7,1,235.04,2.16,8,,,,,5
105,7,1,237.22,2.18,8,,,,,3
106,7,1,239.43,2.21,8,,,,,3
107,7,1,241.64,2.21,8,,,,,3
108,7,1,243.86,2.21,8,,,,,1
109,7,1,246.03,2.17,8,,,,,7
110,7,1,248.17,2.15,9,,,,,3
111,7,1,250.29,2.11,9,,,,,3
112,7,1,252.34,2.05,9,,,,,4
113,7,1,254.41,2.07,9,,,,,3
114,7,1,256.45,2.04,9,,,,,6
115,7,1,258.46,2.02,9,,,,,4
116,7,1,260.48,2.02,9,,,,,3
117,7,1,262.48,2.0,9,,,,,6
118,7,1,264.46,1.98,9,,,,,5
119,7,1,266.47,2.01,9,,,,,4
120,7,1,268.49,2.03,9,,,,,3
121,7,1,270.48,1.99,9,,,,,3
122,7,1,272.47,1.99,9,,,,,3
123,7,1,274.51,2.04,9,,,,,3
124,7,1,276.56,2.05,9,,,,,2
125,7,1,278.57,2.01,9,,,,,4
126,7,1,280.57,2.0,9,,,,,2
127,7,1,282.56,1.99,10,,,,,7
128,7,1,284.49,1.94,10,,,,,5
129,7,1,286.45,1.96,10,,,,,4
130,7,1,288.38,1.93,10,,,,,3
131,7,1,290.29,1.91,10,,,,,6
132,7,1,292.2,1.91,10,,,,,5
133,7,1,294.06,1.86,10,,,,,4
134,7,1,295.93,1.87,10,,,,,3
135,7,1,297.77,1.84,10,,,,,3
136,7,1,299.8,2.03,10,,,,,2
137,7,1,302.34,2.54,10,,,,,3
138,7,1,305.06,2.71,10,,,,,3
139,7,1,307.85,2.8,10,,,,,3
140,7,1,310.7,2.85,11,,,,,3
141,7,1,313.41,2.71,11,,,,,2
142,7,1,316.17,2.76,11,,,,,3
143,7,1,318.97,2.8,11,,,,,3
144,7,1,321.79,2.82,11,,,,,3
145,7,1,324.54,2.75,11,,,,,2
146,7,1,327.31,2.77,11,,,,,3
147,7,1,330.11,2.8,11,,,,,3
148,7,1,332.92,2.82,11,,,,,3
149,7,1,335.68,2.76,12,,,,,2
150,7,1,338.39,2.71,12,,,,,2
151,7,1,341.06,2.67,12,,,,,2
152,7,1,343.75,2.69,12,,,,,3
153,7,1,346.41,2.65,12,,,,,2
154,7,1,349.08,2.68,12,,,,,3
155,7,1,351.83,2.75,12,,,,,4
156,7,1,354.54,2.71,12,,,,,2
157,7,1,357.27,2.73,12,,,,,3
158,7,1,360.01,2.74,13,,,,,3
159,7,1,362.76,2.75,13,,,,,3
160,7,1,365.53,2.77,13,,,,,3
161,7,1,368.27,2.74,13,,,,,2
162,7,1,371.01,2.75,13,,,,,3
163,7,1,373.77,2.76,13,,,,,3
164,7,1,376.51,2.73,13,,,,,2
165,7,1,379.29,2.78,13,,,,,4
166,7,1,382.04,2.76,14,,,,,2
167,7,1,384.81,2.76,14,,,,,3
168,7,1,387.55,2.74,14,,,,,2
169,7,1,390.3,2.75,14,,,,,3
170,7,1,393.09,2.79,14,,,,,4
171,7,1,395.86,2.77,14,,,,,2
172,7,1,398.63,2.78,14,,,,,3
173,7,1,401.42,2.78,14,,,,,3
174,7,1,404.18,2.76,14,,,,,2
175,7,1,406.98,2.8,15,,,,,4
176,7,1,409.75,2.78,15,,,,,2
177,7,1,412.54,2.78,15,,,,,3
178,7,1,415.33,2.79,15,,,,,3
179,7,1,418.1,2.77,15,,,,,2
180,7,1,420.86,2.76,15,,,,,2
181,7,1,423.6,2.74,15,,,,,2
182,7,1,426.35,2.75,15,,,,,3
183,7,1,429.1,2.75,16,,,,,3
184,7,1,431.84,2.74,16,,,,,2
185,7,1,434.61,2.77,16,,,,,4
186,7,1,437.36,2.75,16,,,,,2
187,7,1,440.11,2.76,16,,,,,3
188,7,1,442.86,2.74,16,,,,,2
189,7,1,445.61,2.75,16,,,,,3
190,7,1,448.38,2.77,16,,,,,4
