time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
0,0,1,2.28,1.84,0,40.019344,116.284811,54.4,,2
1,0,1,4.59,1.79,0,40.019341,116.284789,54.3,,0
2,0,1,7.24,2.46,0,40.019337,116.284766,54.2,,3
3,0,1,9.89,2.2,0,40.019333,116.284741,54.1,,2
4,0,1,12.58,2.35,0,40.019327,116.284714,54.0,,3
5,0,1,15.29,2.33,0,40.019321,116.284687,53.9,,2
6,0,1,18.07,2.61,1,40.019314,116.284658,53.8,,4
7,0,1,20.89,2.53,1,40.019305,116.28463,53.6,,4
8,0,1,23.7,2.36,1,40.019296,116.284602,53.5,,3
9,0,1,26.61,2.86,1,40.019285,116.284574,53.4,,3
10,0,1,29.59,2.89,1,40.019274,116.284547,53.3,,4
11,0,1,32.62,2.83,1,40.01926,116.284521,53.2,,5
12,0,1,35.67,2.74,2,40.019246,116.284497,53.0,,6
13,0,1,38.69,2.5,2,40.01923,116.284475,52.9,,6
14,0,1,41.72,2.63,2,40.019213,116.284455,52.8,,3
15,0,1,44.72,2.48,2,40.019195,116.284437,52.7,,4
16,0,1,47.69,2.32,2,40.019174,116.284423,52.6,,1
17,0,1,50.62,2.28,2,40.019152,116.284412,52.6,,4
18,0,1,53.56,2.58,3,40.019129,116.284404,52.6,,2
19,0,1,56.49,2.46,3,40.019104,116.2844,52.5,,3
20,0,1,59.42,2.63,3,40.019078,116.284399,52.5,,5
21,0,1,62.36,2.92,3,40.01905,116.2844,52.5,,5
22,0,1,65.3,3.11,3,40.019022,116.284404,52.5,,1
23,0,1,68.24,3.33,3,40.018993,116.28441,52.5,,4
24,0,1,71.18,3.27,4,40.018963,116.284418,52.5,,2
25,0,1,74.12,3.38,4,40.018933,116.284426,52.5,,1
26,0,1,77.07,3.43,4,40.018902,116.284436,52.5,,3
27,0,1,80.01,3.08,4,40.018872,116.284447,52.6,,2
28,0,1,82.96,3.53,4,40.018842,116.284457,52.6,,4
29,0,1,85.9,3.45,4,40.018812,116.284468,52.6,,2
30,0,1,88.85,3.32,5,40.018782,116.284478,52.6,,3
31,0,1,91.8,3.04,5,40.018753,116.284488,52.6,,3
